ticker,verdict,mos,confidence,alpha_score,explainability,tensions,bull_case,bear_case,key_assumptions,changes_call,note,crosscheck_class,crosscheck_cause
EMUDHRA,AVOID,-0.7200917673014617,medium,48.2,Unjustifiable,street sees +123% upside vs the avoid | prices a -72% collapse without a distress story in the data,street consensus +123%; TENSION: street sees +123% upside vs the avoid; TENSION: prices a -72% collapse without a distress story in the data,model reads the price 72% above fair value; 34x earnings vs sector-normal 18x,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AYE,AVOID,-0.7209869114845853,medium,39.6,Weakly-justified,prices a -72% collapse without a distress story in the data,TENSION: prices a -72% collapse without a distress story in the data,model reads the price 72% above fair value; thin 8% returns on equity,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
RVNL,AVOID,-0.7215959467908374,high,33.3,Weakly-justified,prices a -72% collapse without a distress story in the data,street consensus +10%; TENSION: prices a -72% collapse without a distress story in the data,model reads the price 72% above fair value; 54x earnings vs sector-normal 15x; thin 9% returns on equity,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
GOODLUCK,AVOID,-0.7233457209734814,medium,49.1,Weakly-justified,prices a -72% collapse without a distress story in the data,street consensus +8%; TENSION: prices a -72% collapse without a distress story in the data,model reads the price 72% above fair value; 27x earnings vs sector-normal 11x,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
SAILIFE,AVOID,-0.7261254439030111,high,49.6,Weakly-justified,prices a -73% collapse without a distress story in the data,TENSION: prices a -73% collapse without a distress story in the data,model reads the price 73% above fair value; 77x earnings vs sector-normal 30x; street -16%,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
ANUP,AVOID,-0.7261422427523211,medium,19.5,Weakly-justified,prices a -73% collapse without a distress story in the data,TENSION: prices a -73% collapse without a distress story in the data,model reads the price 73% above fair value; 143x earnings vs sector-normal 26x; thin 7% returns on equity; street -54%,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
KAYNES,AVOID,-0.7263773008440865,high,22.9,Unjustifiable,street sees +78% upside vs the avoid | prices a -73% collapse without a distress story in the data,street consensus +78%; TENSION: street sees +78% upside vs the avoid; TENSION: prices a -73% collapse without a distress story in the data,model reads the price 73% above fair value; 63x earnings vs sector-normal 32x; thin 8% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ABDL,AVOID,-0.7264299384431815,high,54.2,Weakly-justified,prices a -73% collapse without a distress story in the data,street consensus +18%; TENSION: prices a -73% collapse without a distress story in the data,model reads the price 73% above fair value; 76x earnings vs sector-normal 42x,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
TATACAP,AVOID,-0.7264709499021513,high,51.1,Weakly-justified,prices a -73% collapse without a distress story in the data,TENSION: prices a -73% collapse without a distress story in the data,model reads the price 73% above fair value; 30x earnings vs sector-normal 18x,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
KPRMILL,AVOID,-0.7279271200811651,high,35.7,Weakly-justified,prices a -73% collapse without a distress story in the data,returns on equity of 15% evidence a real franchise; TENSION: prices a -73% collapse without a distress story in the data,model reads the price 73% above fair value; 44x earnings vs sector-normal 13x,Rests on: sector-derived discount rate (TEXTILES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
CGPOWER,AVOID,-0.7280018991224718,high,51.9,Weakly-justified,prices a -73% collapse without a distress story in the data,returns on equity of 15% evidence a real franchise; TENSION: prices a -73% collapse without a distress story in the data,model reads the price 73% above fair value; 120x earnings vs sector-normal 32x; street -11%,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
DIVISLAB,AVOID,-0.7340558323319037,high,48.5,Weakly-justified,prices a -73% collapse without a distress story in the data,returns on equity of 15% evidence a real franchise; TENSION: prices a -73% collapse without a distress story in the data,model reads the price 73% above fair value; 75x earnings vs sector-normal 30x,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
OLECTRA,AVOID,-0.7399223132218841,high,44.5,Weakly-justified,prices a -74% collapse without a distress story in the data,TENSION: prices a -74% collapse without a distress story in the data,model reads the price 74% above fair value; 62x earnings vs sector-normal 24x,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
BHARATFORG,AVOID,-0.7399496988063969,high,46.5,Weakly-justified,prices a -74% collapse without a distress story in the data,TENSION: prices a -74% collapse without a distress story in the data,model reads the price 74% above fair value; 97x earnings vs sector-normal 24x; street -14%,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
PSB,AVOID,-0.7448785953639587,medium,47.4,Weakly-justified,prices a -74% collapse without a distress story in the data,TENSION: prices a -74% collapse without a distress story in the data,model reads the price 74% above fair value; thin 9% returns on equity,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-bearish: terminal-ROE cap forbids premium book multiples (VAL-02-fin)
NATIONALUM,AVOID,-0.7451271535358004,high,52.7,Weakly-justified,prices a -75% collapse without a distress story in the data,street consensus +18%; TENSION: prices a -75% collapse without a distress story in the data,model reads the price 75% above fair value; 59x earnings vs sector-normal 11x; thin 5% returns on equity,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ROSSTECH,AVOID,-0.7505141122495275,medium,45.1,Weakly-justified,prices a -75% collapse without a distress story in the data,TENSION: prices a -75% collapse without a distress story in the data,model reads the price 75% above fair value; 170x earnings vs sector-normal 28x,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
JAIBALAJI,AVOID,-0.7513572641425331,medium,17.7,Weakly-justified,prices a -75% collapse without a distress story in the data,TENSION: prices a -75% collapse without a distress story in the data,model reads the price 75% above fair value; 45x earnings vs sector-normal 11x; thin 6% returns on equity,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
MUTHOOTMF,AVOID,-0.7527672988614236,medium,44.7,Weakly-justified,prices a -75% collapse without a distress story in the data,TENSION: prices a -75% collapse without a distress story in the data,model reads the price 75% above fair value; 24x earnings vs sector-normal 18x; thin 6% returns on equity; street -10%,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AETHER,AVOID,-0.752996328815506,medium,39.7,Weakly-justified,prices a -75% collapse without a distress story in the data,TENSION: prices a -75% collapse without a distress story in the data,model reads the price 75% above fair value; 89x earnings vs sector-normal 26x; thin 9% returns on equity; street -29%,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
OMNI,AVOID,-0.7535137589136621,medium,32.3,Weakly-justified,prices a -75% collapse without a distress story in the data,TENSION: prices a -75% collapse without a distress story in the data,model reads the price 75% above fair value; 77x earnings vs sector-normal 15x,Rests on: sector-derived discount rate (CONSTRUCTION); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
CREDITACC,AVOID,-0.7550255621954951,high,50.1,Weakly-justified,prices a -76% collapse without a distress story in the data,street consensus +14%; TENSION: prices a -76% collapse without a distress story in the data,model reads the price 76% above fair value; 30x earnings vs sector-normal 18x; thin 10% returns on equity,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
SANSERA,AVOID,-0.7560994198697283,medium,44.4,Weakly-justified,prices a -76% collapse without a distress story in the data,TENSION: prices a -76% collapse without a distress story in the data,model reads the price 76% above fair value; 62x earnings vs sector-normal 24x; street -49%,Rests on: sector-derived discount rate (AUTO); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
SYRMA,AVOID,-0.7570676285953176,high,49.5,Weakly-justified,prices a -76% collapse without a distress story in the data,TENSION: prices a -76% collapse without a distress story in the data,model reads the price 76% above fair value; 80x earnings vs sector-normal 32x,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
RBLBANK,AVOID,-0.7583405619679888,high,52.2,Weakly-justified,prices a -76% collapse without a distress story in the data,TENSION: prices a -76% collapse without a distress story in the data,model reads the price 76% above fair value; 26x earnings vs sector-normal 16x; thin 5% returns on equity,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
TATVA,AVOID,-0.7622070381418246,medium,29.0,Weakly-justified,prices a -76% collapse without a distress story in the data,TENSION: prices a -76% collapse without a distress story in the data,model reads the price 76% above fair value; 79x earnings vs sector-normal 26x; thin 5% returns on equity; street -17%,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AEROFLEX,AVOID,-0.7633795226662611,medium,41.6,Weakly-justified,prices a -76% collapse without a distress story in the data,TENSION: prices a -76% collapse without a distress story in the data,model reads the price 76% above fair value; 94x earnings vs sector-normal 28x; street -42%,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
TATAPOWER,AVOID,-0.7638810694548065,high,54.6,Weakly-justified,prices a -76% collapse without a distress story in the data,street consensus +11%; TENSION: prices a -76% collapse without a distress story in the data,model reads the price 76% above fair value; 32x earnings vs sector-normal 15x,Rests on: sector-derived discount rate (UTILITIES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,engine-bearish: level bias (VAL-02 family)
IRCTC,AVOID,-0.7678805954480581,high,36.2,Unjustifiable,street sees +31% upside vs the avoid | prices a -77% collapse without a distress story in the data,street consensus +31%; TENSION: street sees +31% upside vs the avoid; TENSION: prices a -77% collapse without a distress story in the data,model reads the price 77% above fair value; 131x earnings vs sector-normal 42x; thin 7% returns on equity,Rests on: sector-derived discount rate (CONSUMER); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
BANDHANBNK,AVOID,-0.7686134919487899,high,42.8,Weakly-justified,prices a -77% collapse without a distress story in the data,TENSION: prices a -77% collapse without a distress story in the data,model reads the price 77% above fair value; 28x earnings vs sector-normal 16x; thin 5% returns on equity; street -11%,Rests on: sector-derived discount rate (BANK); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
BORORENEW,AVOID,-0.7705569379649553,medium,38.6,Weakly-justified,prices a -77% collapse without a distress story in the data,TENSION: prices a -77% collapse without a distress story in the data,model reads the price 77% above fair value; 64x earnings vs sector-normal 28x; thin 8% returns on equity,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
SOBHA,AVOID,-0.7778940306430285,high,37.9,Weakly-justified,prices a -78% collapse without a distress story in the data,street consensus +23%; TENSION: prices a -78% collapse without a distress story in the data,model reads the price 78% above fair value; 81x earnings vs sector-normal 20x; thin 4% returns on equity,Rests on: sector-derived discount rate (REALTY); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AVALON,AVOID,-0.778265606745553,medium,42.8,Weakly-justified,prices a -78% collapse without a distress story in the data,returns on equity of 16% evidence a real franchise; TENSION: prices a -78% collapse without a distress story in the data,model reads the price 78% above fair value; 102x earnings vs sector-normal 28x; street -41%,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
BDL,AVOID,-0.7825917288387508,high,29.3,Weakly-justified,prices a -78% collapse without a distress story in the data,TENSION: prices a -78% collapse without a distress story in the data,model reads the price 78% above fair value; 110x earnings vs sector-normal 32x; thin 10% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
SGFIN,AVOID,-0.7881310189446832,medium,49.6,Weakly-justified,prices a -79% collapse without a distress story in the data,TENSION: prices a -79% collapse without a distress story in the data,model reads the price 79% above fair value; 28x earnings vs sector-normal 18x; thin 9% returns on equity,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
HEG,AVOID,-0.7887634790785981,high,35.8,Weakly-justified,prices a -79% collapse without a distress story in the data,street consensus +14%; TENSION: prices a -79% collapse without a distress story in the data,model reads the price 79% above fair value; thin 7% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
PIRAMALFIN,AVOID,-0.7908588466022901,high,36.1,Weakly-justified,prices a -79% collapse without a distress story in the data,TENSION: prices a -79% collapse without a distress story in the data,model reads the price 79% above fair value; 32x earnings vs sector-normal 18x; thin 5% returns on equity; street -34%,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ADANIGREEN,AVOID,-0.7914162404206484,high,35.6,Weakly-justified,prices a -79% collapse without a distress story in the data,TENSION: prices a -79% collapse without a distress story in the data,model reads the price 79% above fair value; 153x earnings vs sector-normal 15x; thin 8% returns on equity; street -9%,Rests on: sector-derived discount rate (UTILITIES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
POKARNA,AVOID,-0.7921445151524604,medium,30.4,Weakly-justified,prices a -79% collapse without a distress story in the data,TENSION: prices a -79% collapse without a distress story in the data,model reads the price 79% above fair value; 38x earnings vs sector-normal 24x; thin 9% returns on equity,Rests on: sector-derived discount rate (CEMENT); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
LMW,AVOID,-0.7927701378822943,medium,42.3,Weakly-justified,prices a -79% collapse without a distress story in the data,TENSION: prices a -79% collapse without a distress story in the data,model reads the price 79% above fair value; 131x earnings vs sector-normal 32x; thin 5% returns on equity; street -29%,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ASTERDM,AVOID,-0.7935833163608534,high,47.8,Weakly-justified,prices a -79% collapse without a distress story in the data,TENSION: prices a -79% collapse without a distress story in the data,model reads the price 79% above fair value; 109x earnings vs sector-normal 30x; thin 9% returns on equity,Rests on: sector-derived discount rate (PHARMA); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
KRN,AVOID,-0.796389044689003,medium,42.9,Weakly-justified,prices a -80% collapse without a distress story in the data,TENSION: prices a -80% collapse without a distress story in the data,model reads the price 80% above fair value; 102x earnings vs sector-normal 32x; street -16%,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
MANAPPURAM,AVOID,-0.8004781261292613,high,50.1,Weakly-justified,prices a -80% collapse without a distress story in the data,TENSION: prices a -80% collapse without a distress story in the data,model reads the price 80% above fair value; 28x earnings vs sector-normal 18x; thin 6% returns on equity,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
MOSCHIP,AVOID,-0.802174617391128,medium,32.8,Weakly-justified,prices a -80% collapse without a distress story in the data,TENSION: prices a -80% collapse without a distress story in the data,model reads the price 80% above fair value; 137x earnings vs sector-normal 28x; thin 9% returns on equity,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AMAGI,AVOID,-0.8027019603307788,medium,14.1,Weakly-justified,prices a -80% collapse without a distress story in the data,TENSION: prices a -80% collapse without a distress story in the data,model reads the price 80% above fair value; 165x earnings vs sector-normal 25x; thin 4% returns on equity,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ASTRAMICRO,AVOID,-0.8050745531893178,medium,51.0,Weakly-justified,prices a -81% collapse without a distress story in the data,TENSION: prices a -81% collapse without a distress story in the data,model reads the price 81% above fair value; 84x earnings vs sector-normal 34x; street -15%,Rests on: sector-derived discount rate (DEFENCE); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
FLUOROCHEM,AVOID,-0.8118656983459046,high,36.6,Weakly-justified,prices a -81% collapse without a distress story in the data,TENSION: prices a -81% collapse without a distress story in the data,model reads the price 81% above fair value; 78x earnings vs sector-normal 26x; thin 7% returns on equity,Rests on: sector-derived discount rate (CHEMICALS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
OPTIEMUS,AVOID,-0.813078286465168,medium,20.7,Weakly-justified,prices a -81% collapse without a distress story in the data,TENSION: prices a -81% collapse without a distress story in the data,model reads the price 81% above fair value; 80x earnings vs sector-normal 25x; thin 8% returns on equity,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
AZAD,AVOID,-0.8140530533976231,medium,39.4,Weakly-justified,prices a -81% collapse without a distress story in the data,TENSION: prices a -81% collapse without a distress story in the data,model reads the price 81% above fair value; 114x earnings vs sector-normal 32x; thin 9% returns on equity; street -16%,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
GRAVITA,AVOID,-0.8149651747163216,high,51.6,Weakly-justified,prices a -81% collapse without a distress story in the data,returns on equity of 15% evidence a real franchise; street consensus +17%; TENSION: prices a -81% collapse without a distress story in the data,model reads the price 81% above fair value; 35x earnings vs sector-normal 11x,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
SHILPAMED,AVOID,-0.8169442210205813,medium,42.7,Weakly-justified,prices a -82% collapse without a distress story in the data,TENSION: prices a -82% collapse without a distress story in the data,model reads the price 82% above fair value; 50x earnings vs sector-normal 25x; thin 9% returns on equity,Rests on: sector-derived discount rate (IT_SERVICES); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
TFCILTD,AVOID,-0.8178794912421161,medium,44.5,Weakly-justified,prices a -82% collapse without a distress story in the data,TENSION: prices a -82% collapse without a distress story in the data,model reads the price 82% above fair value; 32x earnings vs sector-normal 18x; thin 9% returns on equity,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
CYIENTDLM,AVOID,-0.8195912021895299,medium,28.1,Weakly-justified,prices a -82% collapse without a distress story in the data,TENSION: prices a -82% collapse without a distress story in the data,model reads the price 82% above fair value; 62x earnings vs sector-normal 28x; thin 7% returns on equity; street -13%,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
DYNAMATECH,AVOID,-0.8225377988425767,medium,39.9,Weakly-justified,prices a -82% collapse without a distress story in the data,TENSION: prices a -82% collapse without a distress story in the data,model reads the price 82% above fair value; 218x earnings vs sector-normal 32x; thin 4% returns on equity; street -19%,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Engine-should-have-abstained,threshold/judgment difference (<0.30 gap)
CHOICEIN,AVOID,-0.8262563823422018,high,47.2,Weakly-justified,prices a -83% collapse without a distress story in the data,TENSION: prices a -83% collapse without a distress story in the data,model reads the price 83% above fair value; 73x earnings vs sector-normal 18x,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
PFOCUS,AVOID,-0.832107792057318,medium,46.0,Weakly-justified,prices a -83% collapse without a distress story in the data,TENSION: prices a -83% collapse without a distress story in the data,model reads the price 83% above fair value; 73x earnings vs sector-normal 28x,Rests on: sector-derived discount rate (MANUFACTURING); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
LLOYDSENGG,AVOID,-0.8343660219964075,medium,35.9,Weakly-justified,prices a -83% collapse without a distress story in the data,TENSION: prices a -83% collapse without a distress story in the data,model reads the price 83% above fair value; 59x earnings vs sector-normal 11x; thin 9% returns on equity,Rests on: sector-derived discount rate (METAL); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
TITAGARH,AVOID,-0.8390445404643511,high,32.2,Weakly-justified,prices a -84% collapse without a distress story in the data,street consensus +14%; TENSION: prices a -84% collapse without a distress story in the data,model reads the price 84% above fair value; 95x earnings vs sector-normal 32x; thin 5% returns on equity,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
MTARTECH,AVOID,-0.8417529636279465,medium,40.4,Weakly-justified,prices a -84% collapse without a distress story in the data,street consensus +7%; TENSION: prices a -84% collapse without a distress story in the data,model reads the price 84% above fair value; 198x earnings vs sector-normal 32x,Rests on: sector-derived discount rate (CAPITAL_GOODS); statement-derived growth/margins; terminal reinvestment at mature returns.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Agree,
ZAGGLE,AVOID,-0.8438833531516815,medium,32.2,Unjustifiable,street sees +177% upside vs the avoid | prices a -84% collapse without a distress story in the data,street consensus +177%; TENSION: street sees +177% upside vs the avoid; TENSION: prices a -84% collapse without a distress story in the data,model reads the price 84% above fair value; thin 10% returns on equity,Rests on: sector-derived discount rate (NBFC); statement-derived growth/margins; terminal book-multiple economics.,"Call flips if the model MoS crosses the band edges (±10–15pp), if quality legs deteriorate, or on a data-confidence downgrade.",,Dir-agree-magnitude-off,threshold/judgment difference (<0.30 gap)
